umap_1,umap_2,ZIP_Code,cluster,risk_tier
9.594177,8.79395,95817,2,Risk Tier 10
9.871489,8.206801,95818,2,Risk Tier 10
9.726839,8.253868,95819,2,Risk Tier 10
9.561422,8.793911,95820,2,Risk Tier 10
9.632822,8.3786,95821,2,Risk Tier 10
9.343362,8.593804,95822,2,Risk Tier 10
9.459668,8.714708,95823,2,Risk Tier 10
9.344013,8.7275915,95824,2,Risk Tier 10
9.694634,8.704077,95825,2,Risk Tier 10
9.687789,8.732725,95826,2,Risk Tier 10
9.807251,8.699183,95827,2,Risk Tier 10
9.370102,8.606319,95828,2,Risk Tier 10
9.635972,8.355751,95829,2,Risk Tier 10
11.7402525,8.072221,95830,-1,Outlier/Anomalous
9.575729,8.323098,95831,2,Risk Tier 10
9.473058,8.734515,95832,2,Risk Tier 10
9.399764,8.558679,95833,2,Risk Tier 10
10.101049,8.644473,95834,2,Risk Tier 10
9.587029,8.348322,95835,2,Risk Tier 10
13.812454,2.0750728,95836,38,Risk Tier 37
11.73298,7.9418488,95837,-1,Outlier/Anomalous
9.558853,8.771862,95838,2,Risk Tier 10
9.380551,8.474234,95841,2,Risk Tier 10
9.536889,8.806084,95842,2,Risk Tier 10
9.491197,8.42097,95843,2,Risk Tier 10
11.697375,8.133412,95864,-1,Outlier/Anomalous
16.680756,1.3456589,95901,41,Risk Tier 15
14.777023,4.198337,95910,40,Risk Tier 42
16.983068,1.0411013,95912,41,Risk Tier 15
16.707203,1.3308606,95913,41,Risk Tier 15
15.305236,4.2167315,95914,-1,Outlier/Anomalous
14.835292,3.9214973,95915,40,Risk Tier 42
17.177734,5.4470177,95916,11,Risk Tier 39
16.77796,1.2574311,95917,41,Risk Tier 15
15.00876,3.0146446,95918,42,Risk Tier 41
15.237454,4.6225467,95919,40,Risk Tier 42
11.687661,7.7906747,95920,-1,Outlier/Anomalous
15.898212,4.1855364,95922,-1,Outlier/Anomalous
16.098358,5.208154,95923,12,Risk Tier 35
14.669904,4.0186005,95924,40,Risk Tier 42
15.280817,4.6238384,95925,40,Risk Tier 42
16.809015,1.2235392,95926,41,Risk Tier 15
6.9730716,3.59923,95927,4,Risk Tier 20
16.214651,5.7246137,95928,12,Risk Tier 35
15.630474,4.6707225,95930,-1,Outlier/Anomalous
17.014488,1.0033727,95932,41,Risk Tier 15
17.083174,5.6508083,95934,11,Risk Tier 39
15.576158,3.9591067,95935,42,Risk Tier 41
16.967928,4.3997145,95936,45,Risk Tier 45
16.669752,1.3641088,95937,41,Risk Tier 15
16.708883,1.327314,95938,41,Risk Tier 15
16.538761,5.6947227,95939,12,Risk Tier 35
17.147812,4.9179935,95940,-1,Outlier/Anomalous
15.151643,4.5952926,95941,40,Risk Tier 42
16.023424,4.105485,95942,-1,Outlier/Anomalous
16.92121,1.1125299,95943,41,Risk Tier 15
15.214135,4.640723,95944,40,Risk Tier 42
15.339931,4.0986543,95945,-1,Outlier/Anomalous
15.333361,3.7743,95946,42,Risk Tier 41
17.026443,5.705035,95947,11,Risk Tier 39
16.770609,1.2656778,95948,41,Risk Tier 15
15.330568,4.4595327,95949,40,Risk Tier 42
16.680075,1.3540694,95950,41,Risk Tier 15
16.719511,1.3229192,95951,41,Risk Tier 15
16.688272,1.3446807,95953,41,Risk Tier 15
17.204384,5.578618,95954,11,Risk Tier 39
17.002218,1.0187923,95955,41,Risk Tier 15
15.525995,3.0499432,95956,42,Risk Tier 41
16.918053,1.1108786,95957,41,Risk Tier 15
13.354513,7.4246945,95958,26,Risk Tier 14
16.312511,4.094948,95959,-1,Outlier/Anomalous
15.5009985,4.509752,95960,40,Risk Tier 42
16.724464,1.3107417,95961,41,Risk Tier 15
15.80068,4.824819,95962,-1,Outlier/Anomalous
16.698236,1.33725,95963,41,Risk Tier 15
16.19507,5.7393427,95965,12,Risk Tier 35
14.676351,4.08168,95966,40,Risk Tier 42
6.9124618,3.8061216,95967,4,Risk Tier 20
16.641579,1.3908671,95968,41,Risk Tier 15
17.205456,5.626788,95969,11,Risk Tier 39
16.981771,1.0428799,95970,41,Risk Tier 15
15.258793,2.4975572,95971,43,Risk Tier 34
14.789486,4.2583675,95972,40,Risk Tier 42
16.661114,1.3628714,95973,41,Risk Tier 15
13.346638,7.4002366,95974,26,Risk Tier 14
16.693048,4.1071053,95975,44,Risk Tier 44
15.410484,3.8424902,95977,42,Risk Tier 41
14.76082,4.114141,95978,40,Risk Tier 42
14.659647,2.195196,95979,-1,Outlier/Anomalous
14.786592,3.007088,95981,-1,Outlier/Anomalous
16.867846,1.1616647,95982,41,Risk Tier 15
14.942564,2.7737267,95983,-1,Outlier/Anomalous
16.001396,4.0720615,95984,-1,Outlier/Anomalous
17.130049,4.520473,95986,45,Risk Tier 45
16.961111,1.0661768,95987,41,Risk Tier 15
16.844488,1.1846161,95988,41,Risk Tier 15
16.790031,1.2447605,95991,41,Risk Tier 15
16.878096,1.1511167,95993,41,Risk Tier 15
16.360512,5.7505126,96001,12,Risk Tier 35
16.408882,1.6025441,96002,41,Risk Tier 15
16.263813,5.730553,96003,12,Risk Tier 35
14.708721,2.2524273,96006,-1,Outlier/Anomalous
16.16288,1.8072312,96007,43,Risk Tier 34
15.497205,2.9768791,96008,42,Risk Tier 41
15.691151,2.2504296,96009,43,Risk Tier 34
17.109499,4.596549,96010,45,Risk Tier 45
15.880208,3.9857776,96011,-1,Outlier/Anomalous
15.673394,2.457795,96013,43,Risk Tier 34
15.080879,2.4924147,96014,43,Risk Tier 34
14.740979,2.2454846,96015,-1,Outlier/Anomalous
16.309118,4.110071,96016,-1,Outlier/Anomalous
15.043104,2.534152,96017,43,Risk Tier 34
15.902431,2.063412,96019,43,Risk Tier 34
15.483904,2.8682983,96020,42,Risk Tier 41
16.519903,1.501275,96021,41,Risk Tier 15
15.811444,2.1765645,96022,43,Risk Tier 34
16.15016,1.8534456,96023,43,Risk Tier 34
17.179495,4.4519157,96024,45,Risk Tier 45
15.60177,3.9327536,96025,42,Risk Tier 41
15.454584,2.4168246,96027,43,Risk Tier 34
15.602036,2.449603,96028,43,Risk Tier 34
15.584768,2.3302958,96029,43,Risk Tier 34
15.276593,2.4432662,96032,43,Risk Tier 34
17.18078,5.6133413,96033,11,Risk Tier 39
14.812598,2.4482064,96034,-1,Outlier/Anomalous
16.51503,1.5706915,96035,41,Risk Tier 15
14.606052,2.1764326,96037,-1,Outlier/Anomalous
16.548304,1.4734223,96038,41,Risk Tier 15
17.149414,5.3733473,96039,11,Risk Tier 39
15.054462,2.417258,96040,43,Risk Tier 34
15.170971,2.4519649,96041,43,Risk Tier 34
15.417984,2.7085817,96044,42,Risk Tier 41
16.41201,4.1403885,96046,-1,Outlier/Anomalous
17.130972,5.612815,96047,11,Risk Tier 39
14.809797,2.7286236,96048,42,Risk Tier 41
15.461817,3.0922909,96050,42,Risk Tier 41
15.597219,3.2351005,96051,42,Risk Tier 41
16.858143,4.353084,96052,-1,Outlier/Anomalous
13.971868,2.198998,96054,38,Risk Tier 37
16.501287,1.5225114,96055,41,Risk Tier 15
15.229361,2.3023026,96056,-1,Outlier/Anomalous
15.618089,2.6513686,96057,-1,Outlier/Anomalous
14.440483,2.2785022,96058,-1,Outlier/Anomalous
15.537797,2.8567734,96059,42,Risk Tier 41
14.924332,2.4532924,96061,43,Risk Tier 34
15.350037,2.6130996,96062,43,Risk Tier 34
15.56562,2.8506289,96063,42,Risk Tier 41
16.023056,1.925334,96064,43,Risk Tier 34
14.876313,2.8995328,96065,42,Risk Tier 41
15.55368,2.619035,96067,42,Risk Tier 41
14.832693,3.8354201,96068,40,Risk Tier 42
15.483397,3.0362244,96069,42,Risk Tier 41
6.9875174,3.8138347,96070,4,Risk Tier 20
15.564278,3.9188979,96071,42,Risk Tier 41
15.628325,2.346535,96073,43,Risk Tier 34
15.342444,2.3644083,96074,43,Risk Tier 34
15.91832,4.047317,96075,-1,Outlier/Anomalous
15.592931,3.9392874,96076,42,Risk Tier 41
16.465513,1.5377074,96078,41,Risk Tier 15
16.230474,1.7472417,96080,41,Risk Tier 15
15.402122,3.002381,96084,42,Risk Tier 41
14.781744,2.978793,96085,-1,Outlier/Anomalous
15.098132,2.5570242,96086,43,Risk Tier 34
17.228037,5.5984893,96087,11,Risk Tier 39
15.589678,2.8988292,96088,42,Risk Tier 41
14.725421,3.8526547,96089,40,Risk Tier 42
16.52262,1.8244264,96090,-1,Outlier/Anomalous
17.12722,4.608053,96091,45,Risk Tier 45
13.379106,7.3271317,96092,26,Risk Tier 14
14.061742,2.2521715,96093,38,Risk Tier 37
15.5443325,2.3904753,96094,43,Risk Tier 34
15.479011,2.8976855,96096,42,Risk Tier 41
16.029684,1.9271444,96097,43,Risk Tier 34
16.113989,1.8179163,96101,43,Risk Tier 34
15.2595005,3.2472951,96103,42,Risk Tier 41
16.398083,1.5822412,96104,41,Risk Tier 15
14.677225,2.6789536,96105,-1,Outlier/Anomalous
15.384924,3.4578602,96106,42,Risk Tier 41
17.101057,5.6591387,96107,11,Risk Tier 39
13.983421,2.2196972,96108,38,Risk Tier 37
14.693977,2.6118882,96109,-1,Outlier/Anomalous
14.625487,2.036739,96110,-1,Outlier/Anomalous
15.14527,3.2069812,96111,42,Risk Tier 41
14.044763,2.1869698,96112,38,Risk Tier 37
15.864257,2.0861526,96113,43,Risk Tier 34
15.416132,3.3622172,96114,42,Risk Tier 41
14.746515,3.8089626,96115,40,Risk Tier 42
14.82736,2.0567439,96116,-1,Outlier/Anomalous
15.365625,2.5028734,96117,43,Risk Tier 34
15.784711,2.0782673,96118,43,Risk Tier 34
13.980318,2.2155995,96119,38,Risk Tier 37
15.408736,3.3454607,96120,42,Risk Tier 41
16.171318,4.0633016,96121,-1,Outlier/Anomalous
15.381243,3.4313838,96122,42,Risk Tier 41
15.068005,3.5665374,96123,42,Risk Tier 41
15.483743,3.066303,96124,42,Risk Tier 41
15.065127,3.05998,96125,42,Risk Tier 41
15.088238,3.04666,96126,42,Risk Tier 41
15.745963,2.1001878,96128,43,Risk Tier 34
14.373541,2.2337043,96129,-1,Outlier/Anomalous
15.756642,2.154636,96130,43,Risk Tier 34
15.82054,2.1705902,96132,43,Risk Tier 34
15.79799,2.165755,96133,43,Risk Tier 34
16.325119,1.6378001,96134,41,Risk Tier 15
15.035316,2.7519214,96135,-1,Outlier/Anomalous
17.056854,5.6484323,96136,11,Risk Tier 39
15.46793,3.2434468,96137,42,Risk Tier 41
15.163662,3.1685436,96140,42,Risk Tier 41
15.031372,3.0805404,96141,42,Risk Tier 41
15.133925,3.0990953,96142,42,Risk Tier 41
15.474105,3.7923996,96143,42,Risk Tier 41
15.471704,3.572989,96145,42,Risk Tier 41
16.116915,4.044025,96146,-1,Outlier/Anomalous
15.238066,3.189568,96148,42,Risk Tier 41
15.433835,3.1952386,96150,42,Risk Tier 41
15.38154,2.8819752,96151,42,Risk Tier 41
16.450968,5.741818,96155,12,Risk Tier 35
14.9046955,3.756723,96158,40,Risk Tier 42
16.81095,4.0970297,96160,44,Risk Tier 44
15.622463,3.6558409,96161,-1,Outlier/Anomalous
8.302243,2.1172848,96162,-1,Outlier/Anomalous
